City,Date,Year,Month,Junction_ID,Traffic_volume,Zone,Road_Capacity2,Congestion_%,PM2.5,NO2,CO,AQI,Sensor_ID,Sensor_Status,Uptime_Percentage,Is_Weekend,Is_Festival,Weather_Condition,Severity_Score,Zone_Rank,Avg_Speed,Hour,Day_of_Week,Is_Peak_Hour,Congestion_Level,Pollution_Level,Prev_Traffic,Prev_AQI,AQI_Change,Traffic_MA_3,Traffic_Anomaly_Flag,DaY_Type,Smart_City_Index
Hyderabad,30-05-2025,2025,May,J6,120,East,310,38.71,19.51,11.34,0.84,29.95,S6,Unstable,86.49027998,0,0,Rain,0.06,LOW,43,4,4,1,Medium,Moderate,120,29.95,-40.14,15834.56,0,WeekDay,91.54
Warangal,04-08-2022,2022,Aug,J7,96,Central,367,26.16,92.1,60.14,2.66,117.3,S7,Unstable,86.04595376,0,0,Clear,0.28,HIGH,52,3,4,1,High,Severe,96,117.3,87.35,15847.56,0,WeekDay,57.43
Warangal,19-05-2022,2022,May,J8,70,North,310,22.58,43.61,29.41,1.48,60.28,S8,Active,94.70299554,0,0,Fog,0.14,MEDIUM,54,5,4,1,Low,Severe,70,60.28,-57.02,15737.67,0,WeekDay,76.67
Chennai,29-11-2023,2023,Nov,J9,63,Central,474,13.29,61.08,41.19,1.79,78.71,S9,Active,99.11468296,0,0,Rain,0.19,MEDIUM,83,2,4,0,Low,Moderate,63,78.71,18.43,15670.22,0,WeekDay,57.48
Pune,14-11-2024,2024,Nov,J10,107,East,224,47.77,81.35,49.22,2.27,100.87,S10,Active,95.31999432,0,1,Fog,0.24,HIGH,66,9,4,0,High,Severe,107,100.87,22.16,15764.22,0,WeekDay,57.91
Chennai,26-09-2024,2024,Sep,J11,88,West,127,69.29,80.12,48.55,2.26,99.85,S11,Unstable,89.67783413,0,0,Clear,0.24,HIGH,55,5,4,0,Medium,Severe,88,99.85,-1.02,15862.11,0,WeekDay,66.45
Pune,29-04-2025,2025,Apr,J12,112,North,328,34.15,24.45,20.55,0.93,37,S12,Active,90.02569892,0,0,Clear,0.09,LOW,73,5,4,0,Medium,Severe,112,37,-62.85,15925.22,0,WeekDay,83.81
Pune,09-09-2025,2025,Sep,J1,113,North,355,31.83,91.49,50.78,2.81,117.21,S1,Active,93.12083805,0,0,Rain,0.26,HIGH,74,2,4,0,Medium,Severe,113,117.21,80.21,15959.22,0,WeekDay,55.11
Warangal,12-08-2025,2025,Aug,J2,62,South,253,24.51,93.78,65.17,2.57,117.87,S2,Active,97.99452814,0,0,Clear,0.3,HIGH,78,8,4,0,Medium,Severe,62,117.87,0.66,15992,1,WeekDay,33.12
Hyderabad,19-04-2025,2025,Apr,J3,62,West,149,41.61,21.7,12.76,0.76,29.88,S3,Unstable,88.03696826,0,0,Heavy Traffic Event,0.06,LOW,69,4,4,0,Low,Severe,62,29.88,-87.99,15985.33,0,WeekDay,93.16
Warangal,19-06-2023,2023,Jun,J4,73,North,74,98.65,97.34,59.42,2.25,111.47,S4,Active,92.02767043,0,0,Fog,0.29,HIGH,41,2,4,0,Medium,Severe,73,111.47,81.59,15890.33,0,WeekDay,59.51
Bangalore,22-01-2026,2026,Jan,J5,105,East,450,23.33,55.99,31.57,1.84,74.36,S5,Active,92.48420084,0,0,Fog,0.16,MEDIUM,78,3,4,0,Medium,Severe,105,74.36,-37.11,15913.33,0,WeekDay,75.48
Bangalore,21-02-2026,2026,Feb,J6,77,North,459,16.78,80.02,51.15,2.41,103.61,S6,Active,98.96835433,0,0,Rain,0.24,HIGH,82,12,4,0,Low,Severe,77,103.61,29.25,15949.33,1,WeekDay,49.81
Hyderabad,15-05-2026,2026,May,J7,87,South,72,120.83,63.31,42.52,1.81,80.57,S7,Active,93.04229317,0,0,Clear,0.2,MEDIUM,30,1,4,0,Medium,Moderate,87,80.57,-23.03,16069.11,0,WeekDay,65.4
Pune,09-07-2023,2023,Jul,J8,87,South,136,63.97,63.4,39.12,1.81,79.69,S8,Active,96.7128801,0,0,Clear,0.19,MEDIUM,58,5,4,0,Medium,Severe,87,79.69,-0.89,15963.67,0,WeekDay,61.22
Chennai,20-09-2026,2026,Sep,J9,117,East,359,32.59,93.51,56.99,2.94,122.72,S9,Unstable,86.3170177,0,0,Rain,0.28,HIGH,74,12,4,0,High,Severe,117,122.72,43.03,15991.56,1,WeekDay,45.41
Warangal,04-10-2022,2022,Oct,J10,89,East,467,19.06,34.42,15.81,1.18,45.5,S10,Unstable,89.90385419,0,0,Clear,0.09,LOW,80,1,4,0,Medium,Severe,89,45.5,-77.21,15844.78,0,WeekDay,86.57
Chennai,28-05-2026,2026,May,J11,100,North,374,26.74,95.67,63.8,2.25,111.91,S11,Active,94.1713518,0,0,Rain,0.3,HIGH,77,1,4,0,High,Severe,100,111.91,66.41,15963.67,0,WeekDay,53.35
Bangalore,31-05-2022,2022,May,J12,61,North,361,16.9,16.36,12.94,0.75,27,S12,Active,95.16456898,0,0,Fog,0.06,LOW,82,2,4,0,Medium,Severe,61,27,-84.91,15782.22,0,WeekDay,89.75
Hyderabad,08-11-2023,2023,Nov,J1,95,West,120,79.17,31.73,22.47,1.12,45.06,S1,Active,98.27818226,0,0,Clear,0.1,LOW,50,2,4,0,Medium,Severe,95,45.06,18.06,15827.44,0,WeekDay,84.72
Bangalore,26-10-2023,2023,Oct,J2,83,Central,326,25.46,56.18,32.48,1.66,71.08,S2,Active,93.85635617,0,0,Clear,0.16,MEDIUM,77,6,4,0,Medium,Severe,83,71.08,26.02,15720.22,0,WeekDay,74.75
Hyderabad,21-11-2022,2022,Nov,J3,77,West,264,29.17,25.51,17.73,0.96,37.22,S3,Unstable,89.34368816,0,0,Fog,0.08,LOW,75,10,4,0,High,Severe,77,37.22,-33.86,15741.33,0,WeekDay,88.62
Hyderabad,27-07-2025,2025,Jul,J4,96,West,287,33.45,58.66,31.08,1.45,67.68,S4,Active,93.08642858,0,0,Clear,0.16,MEDIUM,73,4,4,0,Medium,Severe,96,67.68,30.46,15811.33,0,WeekDay,79.12
Pune,01-08-2022,2022,Aug,J5,108,South,100,108,47.43,32.08,1.46,62.62,S5,Active,95.67295014,0,0,Clear,0.15,MEDIUM,36,5,4,0,Low,Severe,108,62.62,-5.06,15763.89,0,WeekDay,67.07
Chennai,25-06-2023,2023,Jun,J6,76,West,197,38.58,60.05,38.47,1.34,68.29,S6,Active,96.76517809,0,0,Clear,0.18,MEDIUM,71,4,4,0,Medium,Moderate,76,68.29,5.67,15787.89,0,WeekDay,65.79
Hyderabad,22-04-2022,2022,Apr,J7,104,Central,166,62.65,99.03,63.57,2.58,120.15,S7,Active,99.16876406,0,0,Rain,0.3,HIGH,59,4,4,0,Low,Moderate,104,120.15,51.86,15656,1,WeekDay,33.22
Hyderabad,26-10-2024,2024,Oct,J8,105,West,453,23.18,57.82,31.95,1.7,72.5,S8,Unstable,87.86128964,0,0,Heavy Traffic Event,0.16,MEDIUM,78,7,4,0,High,Severe,105,72.5,-47.66,15746.67,0,WeekDay,78.01
Pune,02-06-2026,2026,Jun,J9,102,South,150,68,39.25,24.17,0.96,46.04,S9,Active,94.91417741,0,0,Clear,0.12,LOW,22,3,4,1,Medium,Severe,102,46.04,-26.45,15869.11,0,WeekDay,78.6
Warangal,28-03-2025,2025,Mar,J10,92,Central,438,21,62.96,34.14,1.64,74.52,S10,Unstable,88.00463133,0,0,Heavy Traffic Event,0.17,MEDIUM,55,2,4,1,Medium,Severe,92,74.52,28.47,15987.11,0,WeekDay,59.14
Hyderabad,21-03-2022,2022,Mar,J11,77,West,195,39.49,107.16,66.7,2.55,124.68,S11,Unstable,89.76808493,0,0,Clear,0.32,HIGH,42,1,4,1,Medium,Severe,77,124.68,50.16,15878.22,0,WeekDay,56.7
Pune,24-06-2024,2024,Jun,J12,103,Central,409,25.18,35.17,17.81,1.05,43.99,S12,Unstable,87.14146749,0,1,Rain,0.09,LOW,52,2,4,1,High,Severe,103,43.99,-80.69,15799.44,0,WeekDay,84.39
Pune,03-02-2023,2023,Feb,J1,78,East,464,16.81,92.79,55.05,2.77,118.27,S1,Active,96.59490616,0,0,Clear,0.27,HIGH,58,4,4,1,Medium,Moderate,78,118.27,74.28,15710.56,0,WeekDay,62.18
Hyderabad,06-05-2023,2023,May,J2,96,West,217,44.24,75.74,51.66,2.61,105.58,S2,Active,98.70999281,0,0,Clear,0.24,HIGH,39,3,4,1,High,Severe,96,105.58,-12.69,15758.44,0,WeekDay,53.74
Chennai,19-08-2026,2026,Aug,J3,79,North,469,16.84,50.96,28.45,1.3,59.94,S3,Unstable,85.44893203,0,0,Fog,0.14,MEDIUM,58,2,4,1,High,Severe,79,59.94,-45.64,15843.33,0,WeekDay,80.64
Warangal,08-08-2025,2025,Aug,J4,75,West,155,48.39,31.84,19.76,1.07,43.19,S4,Active,97.20262052,0,0,Clear,0.1,LOW,36,10,4,1,Medium,Moderate,75,43.19,-16.75,15945.11,0,WeekDay,81.49
Pune,15-05-2026,2026,May,J5,78,East,115,67.83,60.08,31.56,1.44,68.26,S5,Unstable,88.62633075,0,0,Clear,0.16,MEDIUM,23,4,4,1,High,Severe,78,68.26,25.07,16066.22,0,WeekDay,76.73
Chennai,03-11-2026,2026,Nov,J6,82,West,487,16.84,24.99,14,0.87,34.02,S6,Active,92.30453814,0,0,Rain,0.07,LOW,58,1,4,1,Medium,Severe,82,34.02,-34.24,16075,0,WeekDay,88.24
Warangal,08-07-2024,2024,Jul,J7,72,North,312,23.08,42.98,23.42,1.44,57.27,S7,Active,96.2232877,0,0,Clear,0.12,LOW,54,7,4,1,Medium,Severe,72,57.27,23.26,16030.56,0,WeekDay,77.22
Pune,24-07-2025,2025,Jul,J8,103,North,203,50.74,85.88,47.81,2.53,107.89,S8,Active,92.60281483,0,0,Clear,0.24,HIGH,34,10,4,1,Medium,Severe,103,107.89,50.62,16000.44,0,WeekDay,53.81
Pune,03-08-2025,2025,Aug,J9,66,South,282,23.4,70.77,39.37,2.12,89.66,S9,Unstable,88.46874848,0,0,Heavy Traffic Event,0.2,MEDIUM,78,10,4,0,High,Severe,66,89.66,-18.23,15947.78,0,WeekDay,62.04
Warangal,20-12-2023,2023,Dec,J10,107,East,395,27.09,52.19,30.45,1.47,64.6,S10,Active,98.59248551,0,0,Rain,0.15,MEDIUM,76,1,4,0,Medium,Severe,107,64.6,-25.06,15929.22,0,WeekDay,77.85
Hyderabad,26-06-2025,2025,Jun,J11,80,South,359,22.28,33.28,20.31,1.05,43.63,S11,Active,93.90373964,0,0,Clear,0.1,LOW,79,1,4,0,Low,Moderate,80,43.63,-20.97,15923.56,0,WeekDay,82.25
Hyderabad,05-11-2023,2023,Nov,J12,79,West,460,17.17,25.16,14.54,0.79,32.81,S12,Active,98.96883375,0,0,Heavy Traffic Event,0.07,LOW,81,9,4,0,High,Severe,79,32.81,-10.82,15854,0,WeekDay,90.18
Hyderabad,27-07-2024,2024,Jul,J1,69,West,115,60,13.81,5.44,0.33,15.19,S1,Active,97.69962007,0,0,Clear,0.03,LOW,60,10,4,0,Medium,Moderate,69,15.19,-17.62,15874.33,0,WeekDay,95.92
Hyderabad,29-08-2024,2024,Aug,J2,119,East,73,163.01,98.02,60.91,3,127.26,S2,Active,98.14881464,0,0,Fog,0.29,HIGH,20,10,4,0,Medium,Severe,119,127.26,112.07,15845.11,1,WeekDay,49.62
Bangalore,12-12-2023,2023,Dec,J3,79,East,71,111.27,47.76,21.28,1.19,53.98,S3,Active,90.42569102,0,0,Clear,0.12,LOW,34,7,4,0,High,Severe,79,53.98,-73.28,15849.22,0,WeekDay,84.62
Chennai,22-08-2024,2024,Aug,J4,111,Central,181,61.33,56.8,35.02,1.8,74.9,S4,Active,99.80972696,0,0,Clear,0.17,MEDIUM,59,12,4,0,High,Severe,111,74.9,20.92,15856.78,0,WeekDay,68.01
Hyderabad,12-03-2026,2026,Mar,J5,76,South,230,33.04,55.73,33.35,2.17,81.25,S5,Active,97.78591696,0,0,Clear,0.16,MEDIUM,73,3,4,0,Medium,Severe,76,81.25,6.36,15914.44,0,WeekDay,73.39
Chennai,20-08-2025,2025,Aug,J6,105,South,199,52.76,53.46,33.98,1.82,73.27,S6,Active,90.06410487,0,0,Rain,0.16,MEDIUM,64,3,4,0,Medium,Severe,105,73.27,-7.98,15986.11,0,WeekDay,72.15
Bangalore,30-09-2025,2025,Sep,J7,109,West,254,42.91,100.75,58.19,2.78,123.36,S7,Active,98.44623036,0,0,Rain,0.29,HIGH,69,10,4,0,Medium,Severe,109,123.36,50.09,16030.89,0,WeekDay,59.58
Hyderabad,12-12-2024,2024,Dec,J8,99,West,469,21.11,74.16,47.85,2.22,95.83,S8,Active,96.32939245,0,0,Clear,0.23,MEDIUM,79,9,4,0,Medium,Severe,99,95.83,-27.53,15982.67,0,WeekDay,58.04
Bangalore,02-12-2025,2025,Dec,J9,114,East,496,22.98,39.9,20.6,1.04,47.01,S9,Active,95.87705539,0,0,Clear,0.11,LOW,79,9,4,0,Low,Moderate,114,47.01,-48.82,15995.22,0,WeekDay,82.65
Chennai,06-10-2026,2026,Oct,J10,76,Central,299,25.42,82.16,48,2.51,105.66,S10,Unstable,85.09338746,0,0,Rain,0.24,HIGH,77,4,4,0,Medium,Severe,76,105.66,58.65,16032.89,0,WeekDay,50.97
Chennai,28-05-2026,2026,May,J11,108,East,411,26.28,16.17,10.76,0.73,25.95,S11,Unstable,85.33851877,0,0,Fog,0.05,LOW,77,12,4,0,Low,Moderate,108,25.95,-79.71,16093.22,0,WeekDay,92.51
Pune,31-12-2022,2022,Dec,J12,60,East,367,16.35,27.39,16.67,0.71,32.89,S12,Active,95.42188801,0,0,Rain,0.08,LOW,82,12,4,0,Medium,Severe,60,32.89,6.94,15968.33,0,WeekDay,86.8
Bangalore,25-04-2022,2022,Apr,J1,109,Central,293,37.2,35.38,26.47,1.31,51.91,S1,Unstable,89.18025317,0,0,Clear,0.12,LOW,71,12,5,0,Medium,Severe,109,51.91,19.02,15791,0,WeekDay,80.95
Warangal,27-08-2022,2022,Aug,J2,86,Central,310,27.74,99.16,60.68,2.8,123.84,S2,Unstable,85.87777521,0,0,Rain,0.29,HIGH,76,9,5,0,High,Severe,86,123.84,71.93,15635.89,1,WeekDay,45.39
Warangal,02-09-2024,2024,Sep,J3,97,East,336,28.87,18.68,9.67,1.12,34.67,S3,Unstable,89.28926591,0,0,Rain,0.05,LOW,76,1,5,0,Low,Moderate,97,34.67,-89.16,15708.11,0,WeekDay,91.62
Pune,13-01-2026,2026,Jan,J4,70,West,270,25.93,80.6,51.77,2.04,96.54,S4,Active,97.56864212,0,0,Clear,0.25,HIGH,77,3,5,0,Medium,Severe,70,96.54,61.87,15855.22,0,WeekDay,55.03
Pune,21-08-2025,2025,Aug,J5,82,East,209,39.23,76.1,46.14,1.96,91.16,S5,Active,92.05917696,0,0,Rain,0.22,MEDIUM,70,10,5,0,Medium,Severe,82,91.16,-5.39,15976.22,1,WeekDay,48.82
Hyderabad,13-02-2023,2023,Feb,J6,61,South,262,23.28,45.76,27.58,1.23,55.71,S6,Active,94.23368888,0,0,Clear,0.13,MEDIUM,78,7,5,0,High,Severe,61,55.71,-35.44,15909.11,0,WeekDay,84.42
Chennai,07-01-2026,2026,Jan,J7,104,East,469,22.17,24.41,8.72,0.8,30.9,S7,Active,97.00758121,0,0,Clear,0.05,LOW,79,10,5,0,High,Severe,104,30.9,-24.81,15912.22,0,WeekDay,91.77
Pune,21-02-2022,2022,Feb,J8,94,South,336,27.98,99.52,61.7,3.04,129.15,S8,Unstable,89.85061708,0,1,Rain,0.3,HIGH,76,12,5,0,High,Severe,94,129.15,98.25,15771.33,1,WeekDay,43.48
Chennai,01-02-2024,2024,Feb,J9,88,North,496,17.74,89.72,53.5,2.81,117.18,S9,Unstable,85.16718862,0,0,Rain,0.26,HIGH,81,11,5,0,Medium,Moderate,88,117.18,-11.97,15813.67,1,WeekDay,35.96
Hyderabad,11-10-2025,2025,Oct,J10,82,South,344,23.84,107.64,64.58,2.46,122.3,S10,Unstable,89.84981629,0,0,Heavy Traffic Event,0.31,HIGH,78,5,5,0,Medium,Severe,82,122.3,5.12,15801.33,1,WeekDay,48.69
Chennai,25-08-2025,2025,Aug,J11,75,Central,301,24.92,58.63,30.53,1.63,71.06,S11,Active,99.35017585,0,0,Clear,0.16,MEDIUM,78,10,5,0,High,Severe,75,71.06,-51.24,15941.89,0,WeekDay,78
Bangalore,06-06-2024,2024,Jun,J12,120,West,431,27.84,91.85,51.38,2.02,101.82,S12,Active,92.23427479,0,0,Rain,0.26,HIGH,76,10,5,0,High,Severe,120,101.82,30.76,15959.44,0,WeekDay,53.74
Hyderabad,25-09-2024,2024,Sep,J1,98,East,227,43.17,71.09,49.22,1.77,85.73,S1,Active,93.54711406,0,0,Clear,0.23,MEDIUM,68,2,5,0,Medium,Severe,98,85.73,-16.09,15918.78,0,WeekDay,61.21
Bangalore,23-05-2026,2026,May,J2,70,East,155,45.16,60.1,29.37,1.66,72.04,S2,Active,96.4064404,0,0,Rain,0.16,MEDIUM,67,2,5,0,Low,Severe,70,72.04,-13.7,15948.44,0,WeekDay,79.63
Warangal,02-03-2025,2025,Mar,J3,114,South,432,26.39,20.81,10.42,0.77,29.01,S3,Unstable,86.72400068,0,0,Clear,0.05,LOW,77,9,5,0,Medium,Severe,114,29.01,-43.02,15977.78,0,WeekDay,88.87
Hyderabad,24-03-2026,2026,Mar,J4,69,West,288,23.96,55.86,39.5,2.11,81.94,S4,Active,96.0090395,0,0,Clear,0.18,MEDIUM,78,12,5,0,Medium,Severe,69,81.94,52.92,16035.33,0,WeekDay,71.38
Bangalore,02-08-2023,2023,Aug,J5,76,North,439,17.31,75.52,35.78,1.44,77.39,S5,Unstable,89.4663167,0,0,Clear,0.19,MEDIUM,81,2,5,0,Low,Severe,76,77.39,-4.55,15921.78,0,WeekDay,75.36
Warangal,07-09-2026,2026,Sep,J6,97,West,98,98.98,44.05,34.47,1.53,62.9,S6,Active,90.82242243,0,0,Rain,0.15,MEDIUM,41,3,5,0,Low,Moderate,97,62.9,-14.48,15981.56,0,WeekDay,75.93
Pune,03-12-2025,2025,Dec,J7,80,East,174,45.98,51.96,38.58,1.69,71.31,S7,Unstable,89.04234796,0,0,Rain,0.17,MEDIUM,67,6,5,0,High,Severe,80,71.31,8.41,15970.33,0,WeekDay,59.7
Chennai,10-02-2023,2023,Feb,J8,72,West,222,32.43,82.91,59.68,2.9,117.29,S8,Unstable,87.30318319,0,0,Fog,0.27,HIGH,74,2,5,0,Medium,Moderate,72,117.29,45.98,15950.67,1,WeekDay,36.03
Pune,06-04-2022,2022,Apr,J9,82,South,425,19.29,86.58,38.37,1.89,92.65,S9,Active,90.42192061,0,0,Clear,0.21,MEDIUM,80,8,5,0,High,Severe,82,92.65,-24.64,15769.11,0,WeekDay,69.71
Pune,07-06-2022,2022,Jun,J10,111,East,278,39.93,104.06,57.43,2.63,121.84,S10,Unstable,86.41958423,0,0,Clear,0.29,HIGH,70,9,5,0,Low,Moderate,111,121.84,29.2,15630.56,1,WeekDay,45.82
Pune,13-08-2023,2023,Aug,J11,62,West,355,17.46,34.48,16.53,0.82,38.51,S11,Active,97.6716709,0,0,Clear,0.09,LOW,81,4,5,0,High,Severe,62,38.51,-83.33,15649.89,0,WeekDay,81.6
Pune,23-07-2024,2024,Jul,J12,112,Central,204,54.9,107.61,63.47,3.18,136.36,S12,Unstable,89.58919528,0,0,Fog,0.31,HIGH,63,2,5,0,Medium,Severe,112,136.36,97.84,15746.67,1,WeekDay,27.36
Hyderabad,04-06-2024,2024,Jun,J1,81,Central,193,41.97,20.53,12.1,1.1,35.88,S1,Active,94.80425977,0,0,Clear,0.06,LOW,69,7,5,0,High,Severe,81,35.88,-100.47,15824.44,0,WeekDay,93
Pune,18-05-2023,2023,May,J2,92,North,140,65.71,50.91,35.41,1.6,68.17,S2,Unstable,89.45043333,0,0,Clear,0.16,MEDIUM,57,11,5,0,High,Severe,92,68.17,32.28,15818.11,0,WeekDay,75.85
Chennai,07-04-2026,2026,Apr,J3,83,North,244,34.02,77.45,40.25,1.84,87.61,S3,Unstable,88.16056063,0,0,Clear,0.21,MEDIUM,73,2,5,0,High,Severe,83,87.61,19.44,15884.33,0,WeekDay,70.57
Hyderabad,09-07-2022,2022,Jul,J4,112,West,178,62.92,58.16,34.71,1.59,71.31,S4,Active,95.70485648,0,0,Fog,0.17,MEDIUM,59,1,5,0,Medium,Moderate,112,71.31,-16.3,15810.22,0,WeekDay,67.49
Chennai,27-01-2026,2026,Jan,J5,69,South,146,47.26,47.2,35.12,1.42,62.55,S5,Active,94.36005731,0,0,Rain,0.16,MEDIUM,66,10,5,0,High,Severe,69,62.55,-8.76,15917.44,0,WeekDay,75.8
Hyderabad,05-06-2025,2025,Jun,J6,63,North,457,13.79,68.59,36.48,2.15,88.31,S6,Unstable,88.27157397,0,1,Fog,0.19,MEDIUM,83,6,5,0,High,Severe,63,88.31,25.76,15881.11,0,WeekDay,54.99
Warangal,12-01-2024,2024,Jan,J7,95,Central,252,37.7,36.43,24.04,1.26,50.65,S7,Active,94.18144223,0,1,Clear,0.11,LOW,71,1,5,0,High,Severe,95,50.65,-37.65,15940.78,0,WeekDay,85.85
Hyderabad,20-11-2025,2025,Nov,J8,72,West,239,30.13,37.82,23.56,1.48,55.49,S8,Unstable,85.07502517,0,0,Rain,0.11,LOW,75,2,5,0,High,Severe,72,55.49,4.84,15933.44,0,WeekDay,78.14
Chennai,20-09-2025,2025,Sep,J9,76,South,116,65.52,35.24,23.61,1,44.7,S9,Unstable,87.6537191,0,0,Rain,0.11,LOW,24,6,5,1,High,Severe,76,44.7,-10.79,15946.78,0,WeekDay,79.63
Hyderabad,27-09-2026,2026,Sep,J10,83,West,383,21.67,75.36,50.87,1.87,90.4,S10,Active,95.91630968,0,0,Clear,0.24,HIGH,55,8,5,1,Medium,Severe,83,90.4,45.7,16055.56,0,WeekDay,69.98
Pune,21-12-2023,2023,Dec,J11,112,Central,345,32.46,100.97,63.96,2.91,127.93,S11,Active,91.15226,0,0,Clear,0.31,HIGH,47,2,5,1,Low,Moderate,112,127.93,37.54,15982,1,WeekDay,41.2
Chennai,27-04-2023,2023,Apr,J12,105,Central,472,22.25,96.44,57.84,2.87,122.89,S12,Unstable,88.0544333,0,0,Clear,0.28,HIGH,54,8,5,1,Medium,Severe,105,122.89,-5.04,15887.56,1,WeekDay,37.08
Pune,27-07-2025,2025,Jul,J1,94,East,321,29.28,104.74,64.94,2.68,125.55,S1,Active,92.58874566,0,0,Rain,0.31,HIGH,50,3,5,1,High,Severe,94,125.55,2.66,15841.22,1,WeekDay,48.94
Hyderabad,10-05-2025,2025,May,J2,77,South,301,25.58,46.94,30.91,1.6,64.79,S2,Active,91.97825502,0,0,Clear,0.15,MEDIUM,52,5,5,1,High,Moderate,77,64.79,-60.77,15893.78,0,WeekDay,67.96
Warangal,15-10-2024,2024,Oct,J3,88,South,365,24.11,24.35,11.27,0.73,30.15,S3,Active,94.50904439,0,0,Clear,0.06,LOW,53,12,5,1,High,Moderate,88,30.15,-34.64,15951.67,0,WeekDay,91.66
Hyderabad,07-02-2026,2026,Feb,J4,73,North,136,53.68,87.61,61.31,2.67,115.59,S4,Unstable,86.0880748,0,0,Clear,0.28,HIGH,32,4,5,1,Low,Moderate,73,115.59,85.45,15971.11,1,WeekDay,39.02
Hyderabad,13-03-2022,2022,Mar,J5,110,South,500,22,90.2,46.47,2.35,106.07,S5,Active,97.29024446,0,0,Clear,0.24,HIGH,55,11,5,1,Low,Moderate,110,106.07,-9.53,15846.22,1,WeekDay,50.41
Hyderabad,15-02-2023,2023,Feb,J6,80,East,405,19.75,91.63,51.72,2.51,111.55,S6,Unstable,85.87415168,0,0,Clear,0.26,HIGH,56,8,5,1,Medium,Moderate,80,111.55,5.48,15777.67,1,WeekDay,39.35
Warangal,01-10-2022,2022,Oct,J7,79,South,114,69.3,22.22,12.03,1.06,36,S7,Active,91.80782912,0,0,Fog,0.06,LOW,21,5,5,1,High,Severe,79,36,-75.55,15641.78,0,WeekDay,89.81
Hyderabad,01-08-2026,2026,Aug,J8,108,South,92,117.39,61.78,41.88,1.6,75.4,S8,Active,95.65709536,0,0,Clear,0.19,MEDIUM,10,7,5,1,High,Severe,108,75.4,39.4,15820,0,WeekDay,65.78
Chennai,09-03-2023,2023,Mar,J9,102,East,222,45.95,78.88,48.07,2.51,104.11,S9,Active,90.17216552,0,0,Clear,0.23,HIGH,67,1,5,0,Low,Moderate,102,104.11,28.71,15824.89,0,WeekDay,58.17
Hyderabad,14-02-2022,2022,Feb,J10,72,South,479,15.03,75.64,45.52,2.07,92.89,S10,Active,98.65177795,0,0,Rain,0.22,MEDIUM,82,11,5,0,High,Severe,72,92.89,-11.22,15798.67,0,WeekDay,64.93
Chennai,04-02-2022,2022,Feb,J11,116,North,405,28.64,105.19,62.96,2.89,129.35,S11,Active,96.32847785,0,0,Heavy Traffic Event,0.31,HIGH,76,5,5,0,High,Severe,116,129.35,36.47,15617,0,WeekDay,51.85
Hyderabad,14-12-2024,2024,Dec,J12,69,East,106,65.09,58.58,32.1,1.8,75,S12,Active,91.39072097,0,0,Fog,0.16,MEDIUM,57,11,5,0,High,Severe,69,75,-54.36,15685.22,0,WeekDay,61.53
Hyderabad,12-05-2025,2025,May,J1,67,Central,79,84.81,52.37,32.64,1.54,66.75,S1,Unstable,87.75739591,0,0,Clear,0.16,MEDIUM,48,9,5,0,High,Severe,67,66.75,-8.25,15816.44,0,WeekDay,64.16
Bangalore,16-05-2025,2025,May,J2,110,East,370,29.73,33.25,21.4,1.16,46.19,S2,Unstable,85.65158363,0,0,Clear,0.1,LOW,75,2,5,0,Medium,Severe,110,46.19,-20.56,15949.11,0,WeekDay,76.54
Warangal,16-01-2026,2026,Jan,J3,90,East,466,19.31,21.3,15.66,0.63,27.96,S3,Active,97.02496491,0,0,Rain,0.07,LOW,80,11,5,0,High,Severe,90,27.96,-18.23,15995.89,0,WeekDay,84.72
Bangalore,22-11-2025,2025,Nov,J4,105,East,84,125,62.04,33.96,1.83,77.77,S4,Unstable,87.91411369,0,0,Clear,0.17,MEDIUM,28,8,5,0,Medium,Severe,105,77.77,49.81,16021.67,0,WeekDay,68.28
Pune,19-05-2025,2025,May,J5,92,West,286,32.17,89.7,52.02,2.81,116.7,S5,Unstable,89.04511262,0,0,Rain,0.26,HIGH,74,7,5,0,Medium,Moderate,92,116.7,38.93,16020,1,WeekDay,40.17
Bangalore,30-08-2022,2022,Aug,J6,99,South,312,31.73,106.65,65.9,2.71,127.32,S6,Unstable,85.15567545,0,0,Clear,0.32,HIGH,74,7,5,0,High,Severe,99,127.32,10.62,15883.33,1,WeekDay,40.45
Warangal,04-04-2025,2025,Apr,J7,86,Central,255,33.73,103.66,64.34,2.8,127.18,S7,Unstable,85.27340327,0,0,Rain,0.31,HIGH,73,10,5,0,Low,Moderate,86,127.18,-0.14,15855.44,1,WeekDay,48.38
Hyderabad,19-04-2026,2026,Apr,J8,114,West,435,26.21,96.77,61.2,3.08,128.44,S8,Unstable,88.45627651,0,0,Heavy Traffic Event,0.29,HIGH,77,2,5,0,Low,Moderate,114,128.44,1.26,15895.22,1,WeekDay,42.02
Warangal,08-04-2024,2024,Apr,J9,94,East,158,59.49,76.26,47.6,1.84,89.15,S9,Active,98.09302729,0,0,Clear,0.23,MEDIUM,60,7,5,0,Low,Moderate,94,89.15,-39.29,15960.11,0,WeekDay,69.87
Hyderabad,02-07-2025,2025,Jul,J10,84,West,155,54.19,96.7,59.58,2.83,122.84,S10,Active,96.71234573,0,0,Rain,0.29,HIGH,63,8,5,0,Medium,Severe,84,122.84,33.69,15969.78,1,WeekDay,33.77
